Issuer,Currency,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask,Source URL,Scrape Date,ISIN,Issue Date
"Canada, Government of...",CAD,3.75%,-,Aaa,2/1/2025,100.02,100.04,,2025-01-15,ca135087p659,11/2/2022
"Canada, Government of...",CAD,4.00%,3.20%,Aaa,5/1/2026,100.98,101.1,,2025-01-15,ca135087r556,2/12/2024
"Canada, Government of...",CAD,3.00%,3.17%,Aaa,4/1/2026,99.77,99.85,,2025-01-15,ca135087p816,1/20/2023
"Canada, Government of...",CAD,1.25%,3.48%,Aaa,3/1/2025,99.73,99.75,,2025-01-15,ca135087k528,10/11/2019
"Canada, Government of...",CAD,2.75%,3.14%,Aaa,9/1/2027,98.97,99.09,,2025-01-15,ca135087n837,5/13/2022
"Canada, Government of...",CAD,3.50%,3.22%,Aaa,8/1/2025,100.15,100.16,,2025-01-15,ca135087q640,5/12/2023
"Canada, Government of...",CAD,9.00%,3.17%,Aaa,6/1/2025,102.13,102.23,,2025-01-15,ca135087vh40,8/2/1994
"Canada, Government of...",CAD,3.00%,3.20%,Aaa,10/1/2025,99.83,99.91,,2025-01-15,ca135087p246,7/25/2022
"Canada, Government of...",CAD,3.00%,3.17%,Aaa,2/1/2027,99.6,99.83,,2025-01-15,ca135087s547,11/1/2024
"Canada, Government of...",CAD,1.00%,3.06%,Aaa,6/1/2027,95.33,95.36,,2025-01-15,ca135087f825,8/3/2016
"Canada, Government of...",CAD,3.75%,3.22%,Aaa,5/1/2025,100.12,100.2,,2025-01-15,ca135087q319,2/10/2023
"Canada, Government of...",CAD,1.50%,3.26%,Aaa,4/1/2025,99.62,99.64,,2025-01-15,ca135087n340,1/24/2022
"Canada, Government of...",CAD,3.25%,3.22%,Aaa,11/1/2026,-,-,,2025-01-15,ca135087s398,8/2/2024
"Canada, Government of...",CAD,3.00%,3.17%,Aaa,2/1/2027,99.6,99.83,,2025-01-15,ca135087s547,11/1/2024
"Canada, Government of...",CAD,9.00%,3.17%,Aaa,6/1/2025,102.13,102.23,,2025-01-15,ca135087vh40,8/2/1994
"Canada, Government of...",CAD,8.00%,3.07%,Aaa,6/1/2027,111.01,111.28,,2025-01-15,ca135087vw17,5/1/1996
"Canada, Government of...",CAD,3.00%,3.53%,Aaa,6/1/2034,95.71,95.84,,2025-01-15,ca135087r481,12/27/2023
"Canada, Government of...",CAD,2.75%,3.31%,Aaa,3/1/2030,97.76,97.76,,2025-01-15,ca135087s471,10/3/2024
"Canada, Government of...",CAD,3.50%,3.26%,Aaa,9/1/2029,100.84,101.12,,2025-01-15,ca135087r895,4/8/2024
"Canada, Government of...",CAD,3.25%,3.54%,Aaa,12/1/2034,97.46,97.61,,2025-01-15,ca135087s216,7/12/2024
"Canada, Government of...",CAD,2.25%,3.29%,Aaa,12/1/2029,95.24,95.66,,2025-01-15,ca135087n670,3/29/2022
"Canada, Government of...",CAD,3.50%,3.51%,Aaa,3/1/2034,99.74,99.91,,2025-01-15,ca135087r713,3/1/2024
"Canada, Government of...",CAD,2.00%,3.43%,Aaa,6/1/2032,90.54,90.79,,2025-01-15,ca135087n597,3/16/2022
"Canada, Government of...",CAD,2.50%,3.43%,Aaa,12/1/2032,93.26,93.5,,2025-01-15,ca135087p329,8/8/2022
"Canada, Government of...",CAD,1.50%,3.42%,Aaa,12/1/2031,88.24,88.51,,2025-01-15,ca135087n266,10/25/2021
"Canada, Government of...",CAD,3.50%,3.15%,Aaa,3/1/2028,100.99,101.2,,2025-01-15,ca135087p576,10/21/2022
"Canada, Government of...",CAD,2.00%,3.17%,Aaa,6/1/2028,96.24,96.31,,2025-01-15,ca135087h235,8/1/2017
"Canada, Government of...",CAD,5.75%,3.51%,Aaa,6/1/2033,115.78,116.23,,2025-01-15,ca135087xg49,10/15/2001
"Canada, Government of...",CAD,2.25%,3.16%,Aaa,6/1/2029,96.2,96.46,,2025-01-15,ca135087j397,7/27/2018
"Canada, Government of...",CAD,1.50%,3.39%,Aaa,6/1/2031,89.18,89.41,,2025-01-15,ca135087m276,4/26/2021
"Canada, Government of...",CAD,3.25%,3.51%,Aaa,12/1/2033,97.77,98.1,,2025-01-15,ca135087q723,6/26/2023
"Canada, Government of...",CAD,5.75%,3.18%,Aaa,6/1/2029,110.24,110.35,,2025-01-15,ca135087wl43,2/2/1998
"Canada, Government of...",CAD,0.50%,3.35%,Aaa,12/1/2030,84.89,85.12,,2025-01-15,ca135087l443,10/5/2020
"Canada, Government of...",CAD,3.25%,3.19%,Aaa,9/1/2028,100.1,100.34,,2025-01-15,ca135087q491,4/21/2023
"Canada, Government of...",CAD,4.00%,3.21%,Aaa,3/1/2029,102.89,103.02,,2025-01-15,ca135087q988,10/13/2023
"Canada, Government of...",CAD,0.25%,3.11%,Aaa,3/1/2026,96.88,96.9,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087l518,10/9/2020
"Canada, Government of...",CAD,4.00%,3.12%,Aaa,5/1/2026,101.07,101.19,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087r556,2/12/2024
"Canada, Government of...",CAD,2.25%,3.15%,Aaa,6/1/2025,99.65,99.67,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087d507,6/30/2014
"Canada, Government of...",CAD,1.50%,3.03%,Aaa,6/1/2026,97.97,98,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087e679,7/21/2015
"Canada, Government of...",CAD,1.00%,3.02%,Aaa,9/1/2026,96.84,96.85,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087l930,4/16/2021
"Canada, Government of...",CAD,3.00%,3.09%,Aaa,4/1/2026,99.89,99.9,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087p816,1/20/2023
"Canada, Government of...",CAD,3.00%,3.10%,Aaa,2/1/2027,99.81,100.06,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087s547,11/1/2024
"Canada, Government of...",CAD,9.00%,3.13%,Aaa,6/1/2025,102.09,102.31,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087vh40,8/2/1994
"Canada, Government of...",CAD,3.00%,3.13%,Aaa,10/1/2025,99.91,99.95,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087p246,7/25/2022
"Canada, Government of...",CAD,3.50%,3.14%,Aaa,8/1/2025,100.19,100.2,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087q640,5/12/2023
"Canada, Government of...",CAD,4.00%,3.11%,Aaa,8/3/2026,101.31,101.42,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087r978,5/6/2024
"Canada, Government of...",CAD,1.25%,3.05%,Aaa,3/1/2027,96.34,96.41,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087m847,10/15/2021
"Canada, Government of...",CAD,3.75%,-,Aaa,2/1/2025,99.99,100.01,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087p659,11/2/2022
"Canada, Government of...",CAD,1.50%,3.19%,Aaa,4/1/2025,99.64,99.66,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087n340,1/24/2022
"Canada, Government of...",CAD,8.00%,2.95%,Aaa,6/1/2027,111.16,111.43,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087vw17,5/1/1996
"Canada, Government of...",CAD,0.50%,3.13%,Aaa,9/1/2025,98.4,98.44,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087k940,4/3/2020
"Canada, Government of...",CAD,2.75%,3.07%,Aaa,9/1/2027,99.16,99.29,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087n837,5/13/2022
"Canada, Government of...",CAD,3.25%,3.13%,Aaa,11/1/2026,-,-,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087s398,8/2/2024
"Canada, Government of...",CAD,3.25%,2.97%,Aaa,8/24/2027,100.64,100.71,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087p733,12/2/2022
"Canada, Government of...",CAD,1.25%,3.19%,Aaa,3/1/2025,99.75,99.76,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087k528,10/11/2019
"Canada, Government of...",CAD,1.00%,2.98%,Aaa,6/1/2027,95.47,95.5,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087f825,8/3/2016
"Canada, Government of...",CAD,2.25%,3.15%,Aaa,6/1/2025,99.65,99.67,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087d507,6/30/2014
"Canada, Government of...",CAD,1.50%,3.03%,Aaa,6/1/2026,97.97,98,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087e679,7/21/2015
"Canada, Government of...",CAD,1.00%,3.02%,Aaa,9/1/2026,96.84,96.85,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087l930,4/16/2021
"Canada, Government of...",CAD,3.50%,3.20%,Aaa,9/1/2029,101.26,101.4,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087r895,4/8/2024
"Canada, Government of...",CAD,2.25%,3.10%,Aaa,6/1/2029,96.52,96.78,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087j397,7/27/2018
"Canada, Government of...",CAD,1.50%,3.33%,Aaa,6/1/2031,89.6,89.87,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087m276,4/26/2021
"Canada, Government of...",CAD,3.25%,3.45%,Aaa,12/1/2033,98.44,98.76,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087q723,6/26/2023
"Canada, Government of...",CAD,1.50%,3.35%,Aaa,12/1/2031,88.77,88.99,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087n266,10/25/2021
"Canada, Government of...",CAD,2.00%,3.37%,Aaa,6/1/2032,91.15,91.38,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087n597,3/16/2022
"Canada, Government of...",CAD,3.50%,3.44%,Aaa,3/1/2034,100.47,100.6,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087r713,3/1/2024
"Canada, Government of...",CAD,3.50%,3.08%,Aaa,3/1/2028,101.1,101.56,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087p576,10/21/2022
"Canada, Government of...",CAD,5.75%,3.44%,Aaa,6/1/2033,116.31,117.21,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087xg49,10/15/2001
"Canada, Government of...",CAD,2.00%,3.09%,Aaa,6/1/2028,96.49,96.63,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087h235,8/1/2017
"Canada, Government of...",CAD,2.50%,3.39%,Aaa,12/1/2032,93.89,94.14,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087p329,8/8/2022
"Canada, Government of...",CAD,4.00%,3.15%,Aaa,3/1/2029,103.21,103.44,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087q988,10/13/2023
"Canada, Government of...",CAD,5.75%,3.11%,Aaa,6/1/2029,110.58,110.8,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087wl43,2/2/1998
"Canada, Government of...",CAD,2.25%,3.23%,Aaa,12/1/2029,95.59,96.03,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087n670,3/29/2022
"Canada, Government of...",CAD,0.50%,3.29%,Aaa,12/1/2030,85.26,85.5,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087l443,10/5/2020
"Canada, Government of...",CAD,3.25%,3.13%,Aaa,9/1/2028,100.42,100.66,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087q491,4/21/2023
"Canada, Government of...",CAD,3.00%,3.45%,Aaa,6/1/2034,96.41,96.54,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087r481,12/27/2023
"Canada, Government of...",CAD,2.75%,3.23%,Aaa,3/1/2030,98.4,98.4,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087s471,10/3/2024
"Canada, Government of...",CAD,3.25%,3.45%,Aaa,12/1/2034,98.22,98.37,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-16,ca135087s216,7/12/2024
"Canada, Government of...",CAD,2.25%,3.08%,Aaa,6/1/2025,99.7,99.73,,2025-01-17,ca135087d507,6/30/2014
"Canada, Government of...",CAD,1.50%,2.93%,Aaa,6/1/2026,98.1,98.13,,2025-01-17,ca135087e679,7/21/2015
"Canada, Government of...",CAD,1.00%,2.88%,Aaa,6/1/2027,95.72,95.81,,2025-01-17,ca135087f825,8/3/2016
"Canada, Government of...",CAD,2.00%,2.96%,Aaa,6/1/2028,96.99,97.06,,2025-01-17,ca135087h235,8/1/2017
"Canada, Government of...",CAD,2.25%,2.96%,Aaa,6/1/2029,97.11,97.38,,2025-01-17,ca135087j397,7/27/2018
"Canada, Government of...",CAD,1.25%,3.15%,Aaa,3/1/2025,99.78,99.81,,2025-01-17,ca135087k528,10/11/2019
"Canada, Government of...",CAD,0.50%,3.02%,Aaa,9/1/2025,98.47,98.5,,2025-01-17,ca135087k940,4/3/2020
"Canada, Government of...",CAD,0.50%,3.17%,Aaa,12/1/2030,85.79,86.27,,2025-01-17,ca135087l443,10/5/2020
"Canada, Government of...",CAD,0.25%,3.01%,Aaa,3/1/2026,96.98,97.09,,2025-01-17,ca135087l518,10/9/2020
"Canada, Government of...",CAD,1.00%,2.90%,Aaa,9/1/2026,97,97.02,,2025-01-17,ca135087l930,4/16/2021
"Canada, Government of...",CAD,1.00%,2.90%,Aaa,9/1/2026,97,97.02,,2025-01-17,ca135087l930,4/16/2021
"Canada, Government of...",CAD,1.50%,3.20%,Aaa,6/1/2031,90.4,90.64,,2025-01-17,ca135087m276,4/26/2021
"Canada, Government of...",CAD,1.25%,2.93%,Aaa,3/1/2027,96.57,96.66,,2025-01-17,ca135087m847,10/15/2021
"Canada, Government of...",CAD,1.50%,3.25%,Aaa,12/1/2031,89.48,89.74,,2025-01-17,ca135087n266,10/25/2021
"Canada, Government of...",CAD,1.50%,3.16%,Aaa,4/1/2025,99.66,99.68,,2025-01-17,ca135087n340,1/24/2022
"Canada, Government of...",CAD,2.00%,3.26%,Aaa,6/1/2032,91.87,92.12,,2025-01-17,ca135087n597,3/16/2022
"Canada, Government of...",CAD,2.25%,3.10%,Aaa,12/1/2029,96.02,96.88,,2025-01-17,ca135087n670,3/29/2022
"Canada, Government of...",CAD,2.75%,2.95%,Aaa,9/1/2027,99.47,99.55,,2025-01-17,ca135087n837,5/13/2022
"Canada, Government of...",CAD,3.00%,3.00%,Aaa,10/1/2025,99.99,100,,2025-01-17,ca135087p246,7/25/2022
"Canada, Government of...",CAD,2.50%,3.28%,Aaa,12/1/2032,94.72,94.94,,2025-01-17,ca135087p329,8/8/2022
"Canada, Government of...",CAD,3.50%,2.96%,Aaa,3/1/2028,101.56,101.8,,2025-01-17,ca135087p576,10/21/2022
"Canada, Government of...",CAD,3.75%,-,Aaa,2/1/2025,100.02,100.04,,2025-01-17,ca135087p659,11/2/2022
"Canada, Government of...",CAD,3.25%,2.95%,Aaa,8/24/2027,100.35,101.26,,2025-01-17,ca135087p733,12/2/2022
"Canada, Government of...",CAD,3.25%,2.95%,Aaa,8/24/2027,100.35,101.26,,2025-01-17,ca135087p733,12/2/2022
"Canada, Government of...",CAD,3.00%,2.97%,Aaa,4/1/2026,100,100.08,,2025-01-17,ca135087p816,1/20/2023
"Canada, Government of...",CAD,3.75%,3.03%,Aaa,5/1/2025,100.19,100.21,,2025-01-17,ca135087q319,2/10/2023
"Canada, Government of...",CAD,3.25%,2.98%,Aaa,9/1/2028,100.91,101.13,,2025-01-17,ca135087q491,4/21/2023
"Canada, Government of...",CAD,3.50%,3.02%,Aaa,8/1/2025,100.25,100.26,,2025-01-17,ca135087q640,5/12/2023
"Canada, Government of...",CAD,3.50%,3.02%,Aaa,8/1/2025,100.25,100.26,,2025-01-17,ca135087q640,5/12/2023
"Canada, Government of...",CAD,3.25%,3.34%,Aaa,12/1/2033,99.37,99.72,,2025-01-17,ca135087q723,6/26/2023
"Canada, Government of...",CAD,4.50%,3.00%,Aaa,11/1/2025,101.15,101.18,,2025-01-17,ca135087q806,8/4/2023
"Canada, Government of...",CAD,4.00%,3.01%,Aaa,3/1/2029,103.72,103.85,,2025-01-17,ca135087q988,10/13/2023
"Canada, Government of...",CAD,4.50%,3.00%,Aaa,2/1/2026,101.52,101.54,,2025-01-17,ca135087r226,11/1/2023
"Canada, Government of...",CAD,3.00%,3.35%,Aaa,6/1/2034,97.37,97.51,,2025-01-17,ca135087r481,12/27/2023
"Canada, Government of...",CAD,4.00%,3.02%,Aaa,5/1/2026,101.21,101.32,,2025-01-17,ca135087r556,2/12/2024
"Canada, Government of...",CAD,3.50%,3.33%,Aaa,3/1/2034,101.46,101.59,,2025-01-17,ca135087r713,3/1/2024
"Canada, Government of...",CAD,3.50%,3.06%,Aaa,9/1/2029,101.86,102,,2025-01-17,ca135087r895,4/8/2024
"Canada, Government of...",CAD,4.00%,3.00%,Aaa,8/3/2026,101.47,101.58,,2025-01-17,ca135087r978,5/6/2024
"Canada, Government of...",CAD,3.25%,3.36%,Aaa,12/1/2034,99.27,99.42,,2025-01-17,ca135087s216,7/12/2024
"Canada, Government of...",CAD,2.75%,3.09%,Aaa,3/1/2030,98.47,98.47,,2025-01-17,ca135087s471,10/3/2024
"Canada, Government of...",CAD,3.00%,2.98%,Aaa,2/1/2027,99.97,100.22,,2025-01-17,ca135087s547,11/1/2024
"Canada, Government of...",CAD,5.75%,2.98%,Aaa,6/1/2029,111.14,111.25,,2025-01-17,ca135087wl43,2/2/1998
"Canada, Government of...",CAD,5.75%,3.33%,Aaa,6/1/2033,117.23,118.13,,2025-01-17,ca135087xg49,10/15/2001
"Canada, Government of...",CAD,2.25%,3.08%,Aaa,6/1/2025,99.7,99.73,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-18,ca135087d507,6/30/2014
"Canada, Government of...",CAD,1.50%,2.93%,Aaa,6/1/2026,98.13,98.14,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-18,ca135087e679,7/21/2015
"Canada, Government of...",CAD,1.00%,2.88%,Aaa,6/1/2027,95.73,95.76,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-18,ca135087f825,8/3/2016
"Canada, Government of...",CAD,1.25%,3.15%,Aaa,3/1/2025,99.8,99.82,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-18,ca135087k528,10/11/2019
"Canada, Government of...",CAD,0.50%,3.02%,Aaa,9/1/2025,98.49,98.53,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-18,ca135087k940,4/3/2020
"Canada, Government of...",CAD,0.25%,3.01%,Aaa,3/1/2026,97.03,97.05,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-18,ca135087l518,10/9/2020
"Canada, Government of...",CAD,1.00%,2.90%,Aaa,9/1/2026,97.03,97.05,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-18,ca135087l930,4/16/2021
"Canada, Government of...",CAD,1.25%,2.93%,Aaa,3/1/2027,96.6,96.63,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-18,ca135087m847,10/15/2021
"Canada, Government of...",CAD,1.50%,3.16%,Aaa,4/1/2025,99.68,99.7,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-18,ca135087n340,1/24/2022
"Canada, Government of...",CAD,2.75%,2.95%,Aaa,9/1/2027,99.48,99.58,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-18,ca135087n837,5/13/2022
"Canada, Government of...",CAD,3.00%,3.00%,Aaa,10/1/2025,99.99,100.01,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-18,ca135087p246,7/25/2022
"Canada, Government of...",CAD,3.75%,-,Aaa,2/1/2025,100.02,100.04,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-18,ca135087p659,11/2/2022
"Canada, Government of...",CAD,3.25%,2.95%,Aaa,8/24/2027,100.67,100.87,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-18,ca135087p733,12/2/2022
"Canada, Government of...",CAD,3.00%,2.97%,Aaa,4/1/2026,100.01,100.03,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-18,ca135087p816,1/20/2023
"Canada, Government of...",CAD,3.75%,3.03%,Aaa,5/1/2025,100.18,100.2,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-18,ca135087q319,2/10/2023
"Canada, Government of...",CAD,3.50%,3.02%,Aaa,8/1/2025,100.25,100.26,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-18,ca135087q640,5/12/2023
"Canada, Government of...",CAD,4.50%,3.00%,Aaa,11/1/2025,101.13,101.17,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-18,ca135087q806,8/4/2023
"Canada, Government of...",CAD,4.50%,3.00%,Aaa,2/1/2026,101.51,101.53,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-18,ca135087r226,11/1/2023
